ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,order_date,ship_date,order_id,customer_id,payment_due_date,payment_date,payment_delay_days,payment_status,aging_bucket
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,728.82,9,0.0,29.1528,2022-11-13,2022-11-17,8057,Consumer_Los Angeles,2022-12-13,2022-12-19,6,Late,0–30 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.36,5,0.2,13.959,2020-07-07,2020-07-11,8058,Consumer_Los Angeles,2020-08-06,2020-08-04,-2,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,43.176,3,0.2,15.1116,2021-12-01,2021-12-03,8059,Consumer_Los Angeles,2021-12-31,2022-01-25,25,Late,0–30 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,4.16,2,0.0,1.7472,2020-11-06,2020-11-08,8060,Consumer_Los Angeles,2020-12-06,2020-12-18,12,Late,0–30 Days Late
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,61.4,5,0.0,28.858,2021-05-22,2021-05-29,8061,Corporate_Long Beach,2021-06-21,2021-07-01,10,Late,0–30 Days Late
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,24.448,2,0.2,8.8624,2019-10-10,2019-10-13,8062,Corporate_Long Beach,2019-11-09,2019-12-13,34,Late,31–60 Days Late
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,263.96,4,0.0,71.2692,2021-12-17,2021-12-23,8063,Consumer_Rochester,2022-01-16,2022-02-15,30,Late,0–30 Days Late
First Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,359.97,3,0.0,100.7916,2021-04-13,2021-04-14,8064,Consumer_Rochester,2021-05-13,2021-06-01,19,Late,0–30 Days Late
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.0,6.2208,2020-06-20,2020-06-26,8065,Consumer_Rochester,2020-07-20,2020-08-06,17,Late,0–30 Days Late
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,116.82,3,0.0,5.841,2022-01-01,2022-01-06,8066,Consumer_Rochester,2022-01-31,2022-02-06,6,Late,0–30 Days Late
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.784,2,0.2,89.9548,2021-07-11,2021-07-16,8067,Consumer_Rochester,2021-08-10,2021-09-07,28,Late,0–30 Days Late
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,239.97,3,0.0,86.3892,2022-02-26,2022-03-02,8068,Corporate_San Francisco,2022-03-28,2022-04-27,30,Late,0–30 Days Late
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,16.02,6,0.0,6.0876,2021-04-21,2021-04-22,8069,Corporate_San Francisco,2021-05-21,2021-06-21,31,Late,31–60 Days Late
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,454.56,5,0.2,-107.958,2022-12-20,2022-12-26,8070,Consumer_Huntsville,2023-01-19,2023-01-16,-3,On Time,On Time / Early
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,0.6,-187.3815,2021-08-05,2021-08-09,8071,Consumer_Huntsville,2021-09-04,2021-09-07,3,Late,0–30 Days Late
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,0.3,-26.6352,2020-10-26,2020-10-31,8072,Consumer_Huntsville,2020-11-25,2020-12-07,12,Late,0–30 Days Late
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,12.736,4,0.2,2.2288,2022-02-22,2022-02-24,8073,Consumer_Huntsville,2022-03-24,2022-04-30,37,Late,31–60 Days Late
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,6.47,5,0.8,-9.705,2019-03-08,2019-03-09,8074,Consumer_Huntsville,2019-04-07,2019-05-06,29,Late,0–30 Days Late
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,13.748,14,0.8,-22.6842,2019-01-06,2019-01-07,8075,Consumer_Huntsville,2019-02-05,2019-03-05,28,Late,0–30 Days Late
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,2020-09-28,2020-10-04,8076,Consumer_Huntsville,2020-10-28,2020-12-02,35,Late,31–60 Days Late
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,Furnishings,27.42,3,0.0,9.3228,2019-11-10,2019-11-17,8077,Corporate_East Point,2019-12-10,2019-12-18,8,Late,0–30 Days Late
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Office Supplies,Binders,165.98,1,0.0,74.691,2022-09-11,2022-09-14,8078,Corporate_East Point,2022-10-11,2022-10-09,-2,On Time,On Time / Early
Standard Class,Corporate,United States,East Point,Georgia,30344,South,Technology,Accessories,75.0,3,0.0,18.0,2020-07-18,2020-07-24,8079,Corporate_East Point,2020-08-17,2020-09-09,23,Late,0–30 Days Late
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,134.272,8,0.2,46.9952,2021-04-05,2021-04-07,8080,Home Office_New York City,2021-05-05,2021-06-09,35,Late,31–60 Days Late
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,146.544,6,0.2,47.6268,2020-05-20,2020-05-27,8081,Corporate_Springfield,2020-06-19,2020-07-28,39,Late,31–60 Days Late
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,131.904,3,0.2,47.8152,2022-01-10,2022-01-17,8082,Corporate_Springfield,2022-02-09,2022-03-25,44,Late,31–60 Days Late
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,203.88,5,0.2,20.388,2021-10-22,2021-10-29,8083,Corporate_Springfield,2021-11-21,2021-11-30,9,Late,0–30 Days Late
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,14.301,7,0.7,-10.4874,2019-07-23,2019-07-25,8084,Corporate_Springfield,2019-08-22,2019-09-13,22,Late,0–30 Days Late
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.2,-161.694,2020-10-23,2020-10-27,8085,Corporate_Springfield,2020-11-22,2020-12-28,36,Late,31–60 Days Late
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,61.1,5,0.0,18.33,2021-03-15,2021-03-16,8086,Home Office_Arlington,2021-04-14,2021-04-24,10,Late,0–30 Days Late
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,28.08,3,0.2,5.265,2020-02-08,2020-02-12,8087,Consumer_Wilmington,2020-03-09,2020-03-15,6,Late,0–30 Days Late
Second Class,Corporate,United States,Yuma,Arizona,85364,West,Office Supplies,Art,10.496,4,0.2,1.1808,2022-01-31,2022-02-02,8088,Corporate_Yuma,2022-03-02,2022-03-01,-1,On Time,On Time / Early
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,39.92,2,0.2,12.974,2020-06-19,2020-06-22,8089,Consumer_San Bernardino,2020-07-19,2020-08-16,28,Late,0–30 Days Late
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,77.58,9,0.0,20.1708,2022-10-23,2022-10-24,8090,Corporate_Baltimore,2022-11-22,2022-12-28,36,Late,31–60 Days Late
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,269.36,7,0.0,70.0336,2022-05-20,2022-05-22,8091,Home Office_Seattle,2022-06-19,2022-06-14,-5,On Time,On Time / Early
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,5.76,2,0.0,2.8224,2020-07-30,2020-08-02,8092,Consumer_San Francisco,2020-08-29,2020-10-01,33,Late,31–60 Days Late
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,109.9,5,0.0,32.97,2022-05-17,2022-05-23,8093,Home Office_New York City,2022-06-16,2022-07-12,26,Late,0–30 Days Late
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,23.88,3,0.0,10.5072,2021-02-01,2021-02-06,8094,Consumer_Seattle,2021-03-03,2021-03-23,20,Late,0–30 Days Late
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,26.2,4,0.0,12.052,2019-04-27,2019-05-04,8095,Consumer_Seattle,2019-05-27,2019-06-07,11,Late,0–30 Days Late
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2020-09-19,2020-09-21,8096,Consumer_Seattle,2020-10-19,2020-11-30,42,Late,31–60 Days Late
Second Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0.0,32.893,2021-01-18,2021-01-23,8097,Consumer_Seattle,2021-02-17,2021-03-10,21,Late,0–30 Days Late
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,118.25,5,0.0,34.2925,2019-04-15,2019-04-19,8098,Consumer_Albuquerque,2019-05-15,2019-06-02,18,Late,0–30 Days Late
Standard Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,4.28,1,0.0,1.926,2020-05-09,2020-05-14,8099,Consumer_Albuquerque,2020-06-08,2020-07-07,29,Late,0–30 Days Late
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,26.85,3,0.0,5.1015,2019-02-15,2019-02-17,8100,Home Office_Los Angeles,2019-03-17,2019-04-26,40,Late,31–60 Days Late
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,3357.6,3,0.2,377.73,2021-04-02,2021-04-07,8101,Home Office_Los Angeles,2021-05-02,2021-06-07,36,Late,31–60 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,8.26,2,0.0,3.7996,2022-09-16,2022-09-23,8102,Consumer_Los Angeles,2022-10-16,2022-11-18,33,Late,31–60 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,334.4985,2022-05-24,2022-05-25,8103,Consumer_Los Angeles,2022-06-23,2022-07-13,20,Late,0–30 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,104.79,7,0.0,29.3412,2021-09-08,2021-09-10,8104,Consumer_Los Angeles,2021-10-08,2021-11-20,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,775.728,6,0.2,58.1796,2021-08-17,2021-08-20,8105,Consumer_Los Angeles,2021-09-16,2021-10-18,32,Late,31–60 Days Late
First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,89.0664,1,0.32,-17.0274,2021-04-24,2021-04-29,8106,Home Office_Houston,2021-05-24,2021-06-10,17,Late,0–30 Days Late
First Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,175.44,6,0.2,52.632,2020-03-24,2020-03-25,8107,Home Office_Houston,2020-04-23,2020-05-09,16,Late,0–30 Days Late
First Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,438.336,4,0.2,-87.6672,2020-06-19,2020-06-26,8108,Home Office_Houston,2020-07-19,2020-07-17,-2,On Time,On Time / Early
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,0.3,-58.5048,2020-05-25,2020-05-29,8109,Consumer_Philadelphia,2020-06-24,2020-08-06,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,55.584,6,0.2,20.844,2020-06-23,2020-06-27,8110,Consumer_Chicago,2020-07-23,2020-07-26,3,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.386,2,0.3,-25.4772,2019-01-16,2019-01-23,8111,Consumer_Chicago,2019-02-15,2019-02-13,-2,On Time,On Time / Early
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,248.43,5,0.3,-17.745,2019-08-31,2019-09-05,8112,Consumer_San Angelo,2019-09-30,2019-10-01,1,Late,0–30 Days Late
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Office Supplies,Appliances,11.648,4,0.8,-30.8672,2022-05-15,2022-05-19,8113,Consumer_San Angelo,2022-06-14,2022-07-01,17,Late,0–30 Days Late
Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,85.246,2,0.3,-1.2178,2021-06-30,2021-07-03,8114,Consumer_San Angelo,2021-07-30,2021-07-26,-4,On Time,On Time / Early
Second Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,20.64,5,0.2,2.322,2022-07-18,2022-07-20,8115,Corporate_Pasadena,2022-08-17,2022-09-29,43,Late,31–60 Days Late
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,148.02,3,0.0,41.4456,2021-01-30,2021-01-31,8116,Corporate_Los Angeles,2021-03-01,2021-03-19,18,Late,0–30 Days Late
Same Day,Corporate,United States,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.29,1,0.0,7.9896,2020-12-05,2020-12-11,8117,Corporate_Garden City,2021-01-04,2021-02-07,34,Late,31–60 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,204.95,5,0.0,100.4255,2019-04-25,2019-04-30,8118,Consumer_Los Angeles,2019-05-25,2019-06-19,25,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,0.3,-75.192,2022-08-15,2022-08-19,8119,Consumer_Chicago,2022-09-14,2022-10-25,41,Late,31–60 Days Late
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,41.96,2,0.0,10.9096,2020-02-01,2020-02-03,8120,Consumer_San Francisco,2020-03-02,2020-03-27,25,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,451.152,3,0.2,0.0,2020-01-29,2020-02-04,8121,Consumer_San Francisco,2020-02-28,2020-04-09,41,Late,31–60 Days Late
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,31.504,11,0.2,11.0264,2022-01-03,2022-01-06,8122,Consumer_San Francisco,2022-02-02,2022-03-08,34,Late,31–60 Days Late
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,30.672,3,0.2,9.585,2021-09-04,2021-09-08,8123,Consumer_Philadelphia,2021-10-04,2021-11-15,42,Late,31–60 Days Late
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.9972,2022-01-31,2022-02-04,8124,Consumer_Philadelphia,2022-03-02,2022-04-08,37,Late,31–60 Days Late
Standard Class,Consumer,United States,Modesto,California,95351,West,Furniture,Chairs,161.568,2,0.2,-28.2744,2019-10-24,2019-10-25,8125,Consumer_Modesto,2019-11-23,2019-12-21,28,Late,0–30 Days Late
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,2021-09-28,2021-10-01,8126,Consumer_Houston,2021-10-28,2021-11-15,18,Late,0–30 Days Late
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,18.528,2,0.2,4.4004,2019-06-27,2019-06-30,8127,Consumer_Houston,2019-07-27,2019-09-08,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,670.752,3,0.2,-125.766,2022-05-23,2022-05-28,8128,Consumer_Houston,2022-06-22,2022-07-12,20,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.96,5,0.6,-43.848,2021-08-24,2021-08-30,8129,Consumer_Chicago,2021-09-23,2021-10-03,10,Late,0–30 Days Late
First Class,Corporate,United States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0.0,15.0984,2019-11-11,2019-11-12,8130,Corporate_Riverside,2019-12-11,2020-01-21,41,Late,31–60 Days Late
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,11.96,2,0.0,5.8604,2021-11-28,2021-12-03,8131,Corporate_Riverside,2021-12-28,2022-01-04,7,Late,0–30 Days Late
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Art,13.12,4,0.0,3.8048,2019-09-16,2019-09-17,8132,Corporate_Riverside,2019-10-16,2019-10-25,9,Late,0–30 Days Late
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,535.41,3,0.0,160.623,2019-01-07,2019-01-10,8133,Corporate_Riverside,2019-02-06,2019-02-27,21,Late,0–30 Days Late
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605,2019-02-18,2019-02-19,8134,Corporate_Dallas,2019-03-20,2019-03-18,-2,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,36.84,3,0.0,17.3148,2019-06-10,2019-06-11,8135,Consumer_Los Angeles,2019-07-10,2019-07-20,10,Late,0–30 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,87.71,7,0.0,41.2237,2019-06-25,2019-06-26,8136,Consumer_Los Angeles,2019-07-25,2019-08-18,24,Late,0–30 Days Late
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875,2021-10-22,2021-10-24,8137,Corporate_Lakeland,2021-11-21,2021-12-29,38,Late,31–60 Days Late
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,56.52,9,0.0,21.4776,2021-09-27,2021-09-29,8138,Home Office_New York City,2021-10-27,2021-11-20,24,Late,0–30 Days Late
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.264,8,0.2,1.2672,2020-03-30,2020-04-05,8139,Home Office_Philadelphia,2020-04-29,2020-05-29,30,Late,0–30 Days Late
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.08,10,0.2,24.857,2019-10-03,2019-10-09,8140,Home Office_Philadelphia,2019-11-02,2019-10-30,-3,On Time,On Time / Early
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.7048,2020-05-12,2020-05-19,8141,Home Office_Philadelphia,2020-06-11,2020-06-27,16,Late,0–30 Days Late
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,14.73,3,0.0,7.2177,2020-11-06,2020-11-09,8142,Consumer_San Diego,2020-12-06,2021-01-18,43,Late,31–60 Days Late
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,186.54,3,0.0,50.3658,2021-11-17,2021-11-18,8143,Consumer_San Diego,2021-12-17,2022-01-02,16,Late,0–30 Days Late
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,557.728,4,0.2,6.9716,2022-09-18,2022-09-21,8144,Consumer_San Diego,2022-10-18,2022-12-01,44,Late,31–60 Days Late
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,159.968,4,0.2,-31.9936,2021-10-21,2021-10-23,8145,Consumer_San Diego,2021-11-20,2022-01-03,44,Late,31–60 Days Late
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.9,6,0.0,155.727,2022-04-26,2022-04-27,8146,Consumer_Lawton,2022-05-26,2022-07-08,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Art,3.52,2,0.0,1.6896,2019-02-25,2019-03-02,8147,Consumer_Lawton,2019-03-27,2019-04-02,6,Late,0–30 Days Late
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Paper,49.12,4,0.0,23.0864,2020-06-30,2020-07-02,8148,Consumer_Salem,2020-07-30,2020-08-14,15,Late,0–30 Days Late
Standard Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7,0.0,9.8784,2022-02-09,2022-02-11,8149,Home Office_Santa Ana,2022-03-11,2022-03-09,-2,On Time,On Time / Early
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0.0,5.0196,2022-08-26,2022-08-28,8150,Corporate_Rapid City,2022-09-25,2022-10-20,25,Late,0–30 Days Late
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.96,2,0.0,39.7488,2019-02-05,2019-02-12,8151,Corporate_Rapid City,2019-03-07,2019-04-14,38,Late,31–60 Days Late
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,32.48,2,0.0,4.872,2020-03-14,2020-03-15,8152,Consumer_Seattle,2020-04-13,2020-05-08,25,Late,0–30 Days Late
First Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.04,3,0.0,9.6192,2020-08-17,2020-08-23,8153,Consumer_Seattle,2020-09-16,2020-10-03,17,Late,0–30 Days Late
First Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0.0,6719.9808,2022-09-10,2022-09-14,8154,Consumer_Seattle,2022-10-10,2022-10-24,14,Late,0–30 Days Late
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Technology,Accessories,238.0,2,0.0,38.08,2019-11-03,2019-11-08,8155,Consumer_Middletown,2019-12-03,2019-12-12,9,Late,0–30 Days Late
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.96,2,0.0,27.882,2020-09-10,2020-09-15,8156,Consumer_Middletown,2020-10-10,2020-10-27,17,Late,0–30 Days Late
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.9372,2022-02-06,2022-02-09,8157,Consumer_Baltimore,2022-03-08,2022-03-30,22,Late,0–30 Days Late
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,595.0,5,0.0,95.2,2022-10-27,2022-10-28,8158,Consumer_San Diego,2022-11-26,2022-12-06,10,Late,0–30 Days Late
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,2019-12-23,2019-12-29,8159,Corporate_Odessa,2020-01-22,2020-02-22,31,Late,31–60 Days Late
Standard Class,Home Office,United States,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0.0,87.89,2019-06-30,2019-07-02,8160,Home Office_Milford,2019-07-30,2019-08-14,15,Late,0–30 Days Late
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,Chairs,227.96,2,0.0,36.4736,2022-10-11,2022-10-15,8161,Consumer_Belleville,2022-11-10,2022-11-19,9,Late,0–30 Days Late
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,293.52,6,0.0,76.3152,2019-03-09,2019-03-10,8162,Consumer_New York City,2019-04-08,2019-04-19,11,Late,0–30 Days Late
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,307.98,2,0.0,89.3142,2019-10-19,2019-10-20,8163,Consumer_New York City,2019-11-18,2020-01-01,44,Late,31–60 Days Late
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,96.96,6,0.0,33.936,2020-11-22,2020-11-29,8164,Consumer_San Diego,2020-12-22,2021-01-22,31,Late,31–60 Days Late
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,117.488,7,0.2,41.1208,2019-06-30,2019-07-06,8165,Consumer_San Diego,2019-07-30,2019-08-06,7,Late,0–30 Days Late
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,11.952,3,0.2,4.1832,2020-03-09,2020-03-13,8166,Consumer_San Diego,2020-04-08,2020-04-21,13,Late,0–30 Days Late
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,512.499,3,0.15,-30.147,2021-07-02,2021-07-04,8167,Consumer_San Diego,2021-08-01,2021-08-25,24,Late,0–30 Days Late
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,863.128,7,0.2,-32.3673,2019-03-07,2019-03-08,8168,Corporate_San Francisco,2019-04-06,2019-05-15,39,Late,31–60 Days Late
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0.0,366.6348,2021-11-10,2021-11-15,8169,Home Office_Seattle,2021-12-10,2021-12-22,12,Late,0–30 Days Late
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,449.568,2,0.2,-73.0548,2020-01-19,2020-01-24,8170,Home Office_Seattle,2020-02-18,2020-02-26,8,Late,0–30 Days Late
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,108.96,3,0.0,32.688,2019-02-08,2019-02-12,8171,Home Office_Seattle,2019-03-10,2019-04-09,30,Late,0–30 Days Late
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,264.18,7,0.0,68.6868,2022-08-01,2022-08-03,8172,Consumer_Jackson,2022-08-31,2022-09-30,30,Late,0–30 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,2.88,1,0.0,1.4112,2021-04-01,2021-04-05,8173,Home Office_Los Angeles,2021-05-01,2021-05-15,14,Late,0–30 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.904,6,0.2,14.1426,2020-08-24,2020-08-25,8174,Home Office_Los Angeles,2020-09-23,2020-10-06,13,Late,0–30 Days Late
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Storage,23.92,4,0.0,4.0664,2021-02-23,2021-03-02,8175,Home Office_Los Angeles,2021-03-25,2021-05-03,39,Late,31–60 Days Late
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.512,4,0.2,52.8228,2022-09-21,2022-09-28,8176,Corporate_Chicago,2022-10-21,2022-11-28,38,Late,31–60 Days Late
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,128.34,6,0.0,37.2186,2022-04-26,2022-05-01,8177,Home Office_New York City,2022-05-26,2022-05-27,1,Late,0–30 Days Late
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,474.95,5,0.0,142.485,2020-11-01,2020-11-08,8178,Consumer_Los Angeles,2020-12-01,2021-01-08,38,Late,31–60 Days Late
Standard Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0.0,449.991,2022-06-20,2022-06-23,8179,Consumer_Des Moines,2022-07-20,2022-07-18,-2,On Time,On Time / Early
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,0.5,-188.7,2022-01-01,2022-01-05,8180,Consumer_Springfield,2022-01-31,2022-02-28,28,Late,0–30 Days Late
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032,2020-04-23,2020-04-30,8181,Consumer_Philadelphia,2020-05-23,2020-05-19,-4,On Time,On Time / Early
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,0.4,-24.0435,2020-07-14,2020-07-17,8182,Consumer_Philadelphia,2020-08-13,2020-08-12,-1,On Time,On Time / Early
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,2019-04-11,2019-04-14,8183,Corporate_Chicago,2019-05-11,2019-05-15,4,Late,0–30 Days Late
